Commercial,Ville,Région,Client,Date de commande,Article,Quantité,Prix,Chiffre d'affaire,Bénéfice
Sara Snyder,New York,Est,Kenneth Lane,8/4/2016,Widgets,2,"53,35","106,7",12
Patrick Graham,Oregon,Ouest,Kenneth West,8/4/2016,Things,7,"17,83","124,81","24,5"
Frances Warren,Indiana,Est,Cheryl Howard,8/4/2016,Stuff,4,"16,32","65,28",12
Patrick Graham,California,Ouest,Sandra Bowman,8/4/2016,Things,10,"17,83","178,3",35
Patrick Graham,California,Ouest,Timothy Gonzales,8/4/2016,Junk,4,"12,42","49,68",8
Patrick Graham,Oregon,Ouest,Kathy Lee,8/4/2016,Stuff,4,"16,32","65,28",12
Randy Watson,New York,Est,Alan Allen,8/4/2016,Junk,3,"12,42","37,26",6
Randy Watson,Indiana,Est,Victor Watson,8/4/2016,Stuff,8,"16,32","130,56",24
Sara Snyder,Minnesota,Est,Rose Baker,8/4/2016,Junk,1,"12,42","12,42",2
Patrick Graham,Oregon,Ouest,Michelle Phillips,8/4/2016,Things,9,"17,83","160,47","31,5"
Frances Warren,New York,Est,Tina Jones,9/4/2016,Widgets,1,"53,35","53,35",6
Frances Warren,Indiana,Est,Todd Miller,9/4/2016,Widgets,1,"53,35","53,35",6
Patrick Graham,Oregon,Ouest,Ruby Taylor,9/4/2016,Stuff,6,"16,32","97,92",18
Patrick Graham,Washington,Ouest,Earl Morales,9/4/2016,Junk,8,"12,42","99,36",16
Randy Watson,Indiana,Est,Joseph Foster,9/4/2016,Stuff,1,"16,32","16,32",3
Frances Warren,New York,Est,Louis Mason,9/4/2016,Things,7,"17,83","124,81","24,5"
Diane Gonzalez,Oregon,Ouest,Joyce Myers,9/4/2016,Widgets,1,"53,35","53,35",6
Patrick Graham,Oregon,Ouest,Gloria Fisher,9/4/2016,Things,8,"17,83","142,64",28
Randy Watson,Alabama,Est,Phyllis Grant,9/4/2016,Junk,9,"12,42","111,78",18
Frances Warren,Alabama,Est,Carlos Stephens,9/4/2016,Things,8,"17,83","142,64",28
Patrick Graham,California,Ouest,Judy Lopez,9/4/2016,Widgets,9,"53,35","480,15",54
Frances Warren,New York,Est,Louis Mason,9/4/2016,Stuff,10,"16,32","163,2",30
Diane Gonzalez,Washington,Ouest,Craig Hicks,9/4/2016,Widgets,6,"53,35","320,1",36
Patrick Graham,Washington,Ouest,Christine Jacobs,9/4/2016,Things,10,"17,83","178,3",35
Diane Gonzalez,Oregon,Ouest,Rose Matthews,9/4/2016,Junk,1,"12,42","12,42",2
Randy Watson,Minnesota,Est,Alice Kelly,10/4/2016,Junk,4,"12,42","49,68",8
Sara Snyder,New York,Est,Joe Ryan,10/4/2016,Things,2,"17,83","35,66",7
Patrick Graham,California,Ouest,Nicholas Schmidt,10/4/2016,Widgets,1,"53,35","53,35",6
Diane Gonzalez,Washington,Ouest,Gloria Morris,10/4/2016,Junk,8,"12,42","99,36",16
Diane Gonzalez,Washington,Ouest,Terry Nguyen,10/4/2016,Things,4,"17,83","71,32",14
Frances Warren,Minnesota,Est,Andrea King,10/4/2016,Junk,10,"12,42","124,2",20
Sara Snyder,Alabama,Est,Raymond Clark,10/4/2016,Widgets,4,"53,35","213,4",24
Sara Snyder,Minnesota,Est,Matthew Berry,10/4/2016,Junk,10,"12,42","124,2",20
Sara Snyder,New York,Est,Annie Wilson,10/4/2016,Junk,5,"12,42","62,1",10
Sara Snyder,New York,Est,Bonnie Wagner,10/4/2016,Things,3,"17,83","53,49","10,5"
Sara Snyder,Minnesota,Est,Kathryn Fox,10/4/2016,Widgets,2,"53,35","106,7",12
Sara Snyder,New York,Est,Mark Alexander,10/4/2016,Junk,4,"12,42","49,68",8
Patrick Graham,California,Ouest,Joan Robinson,10/4/2016,Things,10,"17,83","178,3",35
Patrick Graham,California,Ouest,Jacqueline Little,10/4/2016,Stuff,10,"16,32","163,2",30
Sara Snyder,Minnesota,Est,Jerry Smith,10/4/2016,Junk,1,"12,42","12,42",2
Randy Watson,Minnesota,Est,Eugene Hughes,10/4/2016,Junk,5,"12,42","62,1",10
Frances Warren,New York,Est,Sharon Rose,10/4/2016,Things,3,"17,83","53,49","10,5"
Patrick Graham,Nevada,Ouest,Sandra Hughes,10/4/2016,Junk,7,"12,42","86,94",14
Patrick Graham,Washington,Ouest,Henry Sanders,11/4/2016,Widgets,4,"53,35","213,4",24
Diane Gonzalez,Oregon,Ouest,Sharon Wagner,11/4/2016,Widgets,10,"53,35","533,5",60
Randy Watson,New York,Est,Phyllis Johnston,11/4/2016,Widgets,8,"53,35","426,8",48
Patrick Graham,California,Ouest,Willie Oliver,11/4/2016,Things,9,"17,83","160,47","31,5"
Sara Snyder,New York,Est,Ronald Kim,11/4/2016,Junk,3,"12,42","37,26",6
Patrick Graham,Washington,Ouest,Gary Cook,11/4/2016,Junk,2,"12,42","24,84",4
Randy Watson,New York,Est,Janice Jackson,11/4/2016,Stuff,9,"16,32","146,88",27
Patrick Graham,Washington,Ouest,Kimberly Lee,11/4/2016,Junk,6,"12,42","74,52",12
Sara Snyder,Alabama,Est,Clarence Mason,11/4/2016,Things,3,"17,83","53,49","10,5"
Sara Snyder,Indiana,Est,Judith Wood,11/4/2016,Widgets,2,"53,35","106,7",12
Sara Snyder,New York,Est,Debra Palmer,11/4/2016,Junk,4,"12,42","49,68",8
Frances Warren,Minnesota,Est,Jennifer White,11/4/2016,Junk,3,"12,42","37,26",6
Sara Snyder,New York,Est,Harold Daniels,12/4/2016,Junk,8,"12,42","99,36",16
Patrick Graham,Oregon,Ouest,Janet Stewart,12/4/2016,Junk,5,"12,42","62,1",10
Frances Warren,Minnesota,Est,Eugene Schmidt,12/4/2016,Junk,7,"12,42","86,94",14
Patrick Graham,Oregon,Ouest,Kevin Garza,12/4/2016,Things,4,"17,83","71,32",14
Randy Watson,New York,Est,Bonnie Wagner,12/4/2016,Things,6,"17,83","106,98",21
Diane Gonzalez,Washington,Ouest,Philip Rodriguez,12/4/2016,Widgets,9,"53,35","480,15",54
Randy Watson,Minnesota,Est,Andrew Howard,12/4/2016,Junk,3,"12,42","37,26",6
Sara Snyder,New York,Est,Cheryl Riley,12/4/2016,Junk,3,"12,42","37,26",6
Sara Snyder,New York,Est,Albert Miller,12/4/2016,Widgets,3,"53,35","160,05",18
Diane Gonzalez,Oregon,Ouest,Donald Ryan,12/4/2016,Widgets,2,"53,35","106,7",12
Sara Snyder,Minnesota,Est,Virginia Foster,12/4/2016,Widgets,10,"53,35","533,5",60
Diane Gonzalez,California,Ouest,Rebecca Ryan,12/4/2016,Junk,4,"12,42","49,68",8
Patrick Graham,Washington,Ouest,Jerry Collins,12/4/2016,Widgets,7,"53,35","373,45",42
Frances Warren,Indiana,Est,Kathy Rice,12/4/2016,Widgets,7,"53,35","373,45",42
Sara Snyder,New York,Est,Steven Simpson,12/4/2016,Widgets,1,"53,35","53,35",6
Randy Watson,Minnesota,Est,Jennifer White,13/4/2016,Things,6,"17,83","106,98",21
Sara Snyder,Indiana,Est,Albert Dunn,13/4/2016,Junk,10,"12,42","124,2",20
Randy Watson,New York,Est,Jane Sims,13/4/2016,Widgets,6,"53,35","320,1",36
Frances Warren,Indiana,Est,Robert Collins,13/4/2016,Things,8,"17,83","142,64",28
Sara Snyder,New York,Est,Emily Patterson,13/4/2016,Widgets,2,"53,35","106,7",12
Sara Snyder,Minnesota,Est,Douglas Duncan,13/4/2016,Widgets,8,"53,35","426,8",48
Patrick Graham,California,Ouest,Anthony White,13/4/2016,Junk,6,"12,42","74,52",12
Sara Snyder,Minnesota,Est,Heather Lawrence,13/4/2016,Widgets,7,"53,35","373,45",42
Frances Warren,Minnesota,Est,Andrea King,13/4/2016,Widgets,9,"53,35","480,15",54
Diane Gonzalez,Oregon,Ouest,Rachel Harris,13/4/2016,Junk,9,"12,42","111,78",18
Sara Snyder,Minnesota,Est,Douglas Duncan,13/4/2016,Things,6,"17,83","106,98",21
Diane Gonzalez,Washington,Ouest,Arthur Green,13/4/2016,Junk,4,"12,42","49,68",8
Sara Snyder,Minnesota,Est,Paul Perkins,13/4/2016,Things,1,"17,83","17,83","3,5"
Randy Watson,Alabama,Est,Cheryl Henderson,13/4/2016,Widgets,3,"53,35","160,05",18
Sara Snyder,Indiana,Est,Ruby Evans,14/4/2016,Things,4,"17,83","71,32",14
Patrick Graham,Washington,Ouest,Susan Gomez,14/4/2016,Widgets,5,"53,35","266,75",30
Patrick Graham,Washington,Ouest,Earl Morales,14/4/2016,Junk,1,"12,42","12,42",2
Sara Snyder,Indiana,Est,Arthur Simmons,14/4/2016,Junk,8,"12,42","99,36",16
Sara Snyder,Minnesota,Est,Jean Torres,14/4/2016,Junk,9,"12,42","111,78",18
Patrick Graham,Washington,Ouest,Donald Lopez,14/4/2016,Junk,9,"12,42","111,78",18
Sara Snyder,New York,Est,Carlos Greene,14/4/2016,Widgets,5,"53,35","266,75",30
Sara Snyder,Minnesota,Est,Jennifer Reyes,14/4/2016,Things,7,"17,83","124,81","24,5"
Sara Snyder,Minnesota,Est,Roy Rivera,14/4/2016,Junk,3,"12,42","37,26",6
Randy Watson,Indiana,Est,Lois Woods,15/4/2016,Widgets,6,"53,35","320,1",36
Sara Snyder,Minnesota,Est,Cheryl Williamson,15/4/2016,Junk,8,"12,42","99,36",16
Sara Snyder,New York,Est,Cheryl Riley,15/4/2016,Things,5,"17,83","89,15","17,5"
Randy Watson,Indiana,Est,Ernest Bishop,15/4/2016,Junk,3,"12,42","37,26",6
Patrick Graham,Washington,Ouest,Joseph Willis,15/4/2016,Things,8,"17,83","142,64",28
Diane Gonzalez,Nevada,Ouest,Laura Lewis,15/4/2016,Junk,8,"12,42","99,36",16
Randy Watson,New York,Est,Jane Sims,15/4/2016,Widgets,5,"53,35","266,75",30
Randy Watson,Alabama,Est,Annie Collins,15/4/2016,Widgets,8,"53,35","426,8",48
Sara Snyder,Minnesota,Est,Bruce Cruz,15/4/2016,Junk,9,"12,42","111,78",18
Sara Snyder,Minnesota,Est,Louise Rivera,15/4/2016,Things,3,"17,83","53,49","10,5"
Patrick Graham,Washington,Ouest,Kenneth Gomez,15/4/2016,Junk,8,"12,42","99,36",16
Frances Warren,Indiana,Est,Robert Collins,15/4/2016,Junk,4,"12,42","49,68",8
Sara Snyder,Indiana,Est,Laura Wells,15/4/2016,Junk,3,"12,42","37,26",6
Diane Gonzalez,California,Ouest,Nicholas Nguyen,15/4/2016,Stuff,6,"16,32","97,92",18
Diane Gonzalez,Oregon,Ouest,Rachel Harris,15/4/2016,Junk,6,"12,42","74,52",12
Randy Watson,Indiana,Est,Judith Gray,15/4/2016,Stuff,10,"16,32","163,2",30
Patrick Graham,Washington,Ouest,Annie Hughes,15/4/2016,Stuff,7,"16,32","114,24",21
Patrick Graham,Washington,Ouest,Harry Hanson,15/4/2016,Widgets,7,"53,35","373,45",42
Frances Warren,Minnesota,Est,Brandon King,15/4/2016,Junk,10,"12,42","124,2",20
Sara Snyder,Minnesota,Est,Eugene Flores,16/4/2016,Widgets,10,"53,35","533,5",60
Patrick Graham,Washington,Ouest,Jane Ramirez,16/4/2016,Junk,5,"12,42","62,1",10
Sara Snyder,New York,Est,Cynthia Day,16/4/2016,Junk,1,"12,42","12,42",2
Frances Warren,New York,Est,Jennifer Black,16/4/2016,Things,6,"17,83","106,98",21
Sara Snyder,Indiana,Est,Victor Watson,16/4/2016,Widgets,1,"53,35","53,35",6
Sara Snyder,Minnesota,Est,Christopher Pierce,16/4/2016,Junk,5,"12,42","62,1",10
Patrick Graham,Oregon,Ouest,Joyce Myers,16/4/2016,Junk,3,"12,42","37,26",6
Diane Gonzalez,California,Ouest,Adam Martin,16/4/2016,Junk,9,"12,42","111,78",18
Sara Snyder,New York,Est,Heather Andrews,16/4/2016,Stuff,9,"16,32","146,88",27
Diane Gonzalez,California,Ouest,Andrew Adams,16/4/2016,Junk,9,"12,42","111,78",18
Frances Warren,Minnesota,Est,Joe Russell,16/4/2016,Junk,1,"12,42","12,42",2
Patrick Graham,Nevada,Ouest,Craig Lewis,16/4/2016,Widgets,9,"53,35","480,15",54
Frances Warren,Indiana,Est,Maria Hughes,16/4/2016,Junk,3,"12,42","37,26",6
Sara Snyder,Minnesota,Est,Jennifer Reyes,16/4/2016,Junk,6,"12,42","74,52",12
Sara Snyder,Indiana,Est,Randy Willis,17/4/2016,Stuff,3,"16,32","48,96",9
Sara Snyder,New York,Est,Christina Oliver,17/4/2016,Things,4,"17,83","71,32",14
Sara Snyder,Indiana,Est,Raymond Freeman,17/4/2016,Junk,2,"12,42","24,84",4
Sara Snyder,New York,Est,Jessica Lewis,17/4/2016,Things,2,"17,83","35,66",7
Randy Watson,Indiana,Est,Peter Brown,17/4/2016,Things,10,"17,83","178,3",35
Frances Warren,Indiana,Est,Sean Weaver,17/4/2016,Widgets,4,"53,35","213,4",24
Randy Watson,New York,Est,Richard Walker,17/4/2016,Things,8,"17,83","142,64",28
Sara Snyder,Minnesota,Est,Jason Patterson,17/4/2016,Things,4,"17,83","71,32",14
Sara Snyder,New York,Est,Jessica Lewis,17/4/2016,Junk,2,"12,42","24,84",4
Sara Snyder,Alabama,Est,Carolyn Rivera,17/4/2016,Things,8,"17,83","142,64",28
Frances Warren,Minnesota,Est,Lori Shaw,18/4/2016,Junk,8,"12,42","99,36",16
Patrick Graham,Nevada,Ouest,Rachel Dunn,18/4/2016,Widgets,7,"53,35","373,45",42
Patrick Graham,California,Ouest,Nicholas Schmidt,18/4/2016,Junk,10,"12,42","124,2",20
Patrick Graham,Washington,Ouest,Jeremy Baker,18/4/2016,Stuff,1,"16,32","16,32",3
Patrick Graham,Nevada,Ouest,Craig Lewis,18/4/2016,Things,8,"17,83","142,64",28
Diane Gonzalez,California,Ouest,Mary Rose,18/4/2016,Widgets,6,"53,35","320,1",36
Patrick Graham,Oregon,Ouest,Teresa Fisher,18/4/2016,Widgets,4,"53,35","213,4",24
Diane Gonzalez,Washington,Ouest,Annie Hughes,18/4/2016,Widgets,10,"53,35","533,5",60
Patrick Graham,California,Ouest,Gerald Mcdonald,18/4/2016,Things,7,"17,83","124,81","24,5"
Sara Snyder,New York,Est,Craig Mcdonald,18/4/2016,Things,4,"17,83","71,32",14
Sara Snyder,New York,Est,Gloria Harper,18/4/2016,Junk,3,"12,42","37,26",6
Patrick Graham,California,Ouest,Michelle Sanchez,18/4/2016,Junk,1,"12,42","12,42",2
Sara Snyder,New York,Est,Juan Reed,18/4/2016,Junk,6,"12,42","74,52",12
Sara Snyder,Minnesota,Est,Harold Rodriguez,18/4/2016,Things,8,"17,83","142,64",28
Sara Snyder,Indiana,Est,Cynthia Lewis,18/4/2016,Widgets,1,"53,35","53,35",6
Frances Warren,Minnesota,Est,Kathryn Fox,19/4/2016,Stuff,1,"16,32","16,32",3
Sara Snyder,Minnesota,Est,Kenneth Nelson,19/4/2016,Stuff,10,"16,32","163,2",30
Sara Snyder,Minnesota,Est,Craig Collins,19/4/2016,Junk,1,"12,42","12,42",2
Sara Snyder,Minnesota,Est,Sandra Weaver,19/4/2016,Junk,8,"12,42","99,36",16
Sara Snyder,Alabama,Est,Brandon Morales,19/4/2016,Things,5,"17,83","89,15","17,5"
Sara Snyder,Alabama,Est,Sandra Meyer,19/4/2016,Things,7,"17,83","124,81","24,5"
Randy Watson,New York,Est,Louise Frazier,19/4/2016,Widgets,1,"53,35","53,35",6
Frances Warren,Indiana,Est,Robert Collins,19/4/2016,Junk,7,"12,42","86,94",14
Patrick Graham,California,Ouest,Adam Garza,19/4/2016,Junk,7,"12,42","86,94",14
Randy Watson,Alabama,Est,William Collins,19/4/2016,Junk,3,"12,42","37,26",6
Sara Snyder,New York,Est,Martha Bryant,19/4/2016,Widgets,6,"53,35","320,1",36
Randy Watson,Alabama,Est,Janice Ford,19/4/2016,Widgets,9,"53,35","480,15",54
Randy Watson,Indiana,Est,Debra Barnes,19/4/2016,Junk,5,"12,42","62,1",10
Frances Warren,Minnesota,Est,Phillip Johnston,19/4/2016,Junk,5,"12,42","62,1",10
Sara Snyder,New York,Est,Sharon Perez,19/4/2016,Junk,9,"12,42","111,78",18
Sara Snyder,Indiana,Est,Harold Matthews,19/4/2016,Things,7,"17,83","124,81","24,5"
Diane Gonzalez,Washington,Ouest,Mildred Moore,19/4/2016,Widgets,3,"53,35","160,05",18
Patrick Graham,Washington,Ouest,Antonio Coleman,20/4/2016,Junk,8,"12,42","99,36",16
Sara Snyder,Indiana,Est,Tammy Hart,20/4/2016,Stuff,10,"16,32","163,2",30
Diane Gonzalez,California,Ouest,Frances Parker,20/4/2016,Widgets,8,"53,35","426,8",48
Patrick Graham,Nevada,Ouest,Laura Lewis,20/4/2016,Junk,8,"12,42","99,36",16
Sara Snyder,Alabama,Est,Carolyn Rivera,20/4/2016,Junk,1,"12,42","12,42",2
Frances Warren,New York,Est,Carl Rice,20/4/2016,Junk,9,"12,42","111,78",18
Sara Snyder,Minnesota,Est,Christopher Pierce,20/4/2016,Stuff,10,"16,32","163,2",30
Frances Warren,Minnesota,Est,Andrea King,20/4/2016,Junk,8,"12,42","99,36",16
Diane Gonzalez,Oregon,Ouest,Gary Moreno,20/4/2016,Junk,7,"12,42","86,94",14
Sara Snyder,New York,Est,Frank Owens,20/4/2016,Junk,5,"12,42","62,1",10
Patrick Graham,Oregon,Ouest,Henry Day,20/4/2016,Junk,8,"12,42","99,36",16
Sara Snyder,Minnesota,Est,George Stone,20/4/2016,Stuff,10,"16,32","163,2",30
Diane Gonzalez,Oregon,Ouest,Carl Lawson,20/4/2016,Things,5,"17,83","89,15","17,5"
Patrick Graham,Oregon,Ouest,Jean Griffin,20/4/2016,Widgets,7,"53,35","373,45",42
Patrick Graham,Oregon,Ouest,Sharon Rice,20/4/2016,Stuff,8,"16,32","130,56",24
Sara Snyder,New York,Est,Joan Thompson,21/4/2016,Things,3,"17,83","53,49","10,5"
Patrick Graham,Washington,Ouest,Annie Hunter,21/4/2016,Stuff,6,"16,32","97,92",18
Randy Watson,Indiana,Est,Judith Gray,21/4/2016,Things,10,"17,83","178,3",35
Sara Snyder,New York,Est,Roger Freeman,21/4/2016,Junk,8,"12,42","99,36",16
Sara Snyder,Minnesota,Est,Kevin Torres,21/4/2016,Stuff,10,"16,32","163,2",30
Sara Snyder,Indiana,Est,Albert Dunn,21/4/2016,Stuff,6,"16,32","97,92",18
Patrick Graham,Oregon,Ouest,Wanda Allen,21/4/2016,Widgets,8,"53,35","426,8",48
Patrick Graham,Washington,Ouest,Evelyn Lane,21/4/2016,Junk,7,"12,42","86,94",14
Sara Snyder,Minnesota,Est,Roy Rivera,21/4/2016,Stuff,6,"16,32","97,92",18
Randy Watson,Alabama,Est,William Collins,21/4/2016,Widgets,6,"53,35","320,1",36
Sara Snyder,New York,Est,Janice Jackson,21/4/2016,Junk,4,"12,42","49,68",8
Sara Snyder,Minnesota,Est,Raymond Young,21/4/2016,Junk,1,"12,42","12,42",2
Randy Watson,New York,Est,Joshua Campbell,21/4/2016,Things,7,"17,83","124,81","24,5"
Sara Snyder,New York,Est,Alan Allen,21/4/2016,Junk,3,"12,42","37,26",6
Randy Watson,Minnesota,Est,Diana Pierce,21/4/2016,Stuff,2,"16,32","32,64",6
Sara Snyder,New York,Est,Todd Holmes,21/4/2016,Things,8,"17,83","142,64",28
Patrick Graham,California,Ouest,Michelle Sanchez,21/4/2016,Junk,8,"12,42","99,36",16
Sara Snyder,Indiana,Est,Judith Gray,21/4/2016,Stuff,2,"16,32","32,64",6
Sara Snyder,Minnesota,Est,Bobby Mitchell,21/4/2016,Junk,6,"12,42","74,52",12
Sara Snyder,New York,Est,Janet Freeman,21/4/2016,Junk,7,"12,42","86,94",14
Sara Snyder,Minnesota,Est,Douglas Duncan,22/4/2016,Junk,4,"12,42","49,68",8
Patrick Graham,Washington,Ouest,Jennifer Adams,22/4/2016,Widgets,7,"53,35","373,45",42
Sara Snyder,New York,Est,Jerry Pierce,22/4/2016,Junk,6,"12,42","74,52",12
Sara Snyder,New York,Est,Jimmy Bailey,22/4/2016,Things,5,"17,83","89,15","17,5"
Sara Snyder,Indiana,Est,David Allen,22/4/2016,Things,3,"17,83","53,49","10,5"
Sara Snyder,Alabama,Est,Henry Cox,22/4/2016,Junk,4,"12,42","49,68",8
Frances Warren,Minnesota,Est,Virginia Foster,22/4/2016,Junk,10,"12,42","124,2",20
Randy Watson,New York,Est,Jeffrey Miller,22/4/2016,Junk,8,"12,42","99,36",16
Sara Snyder,Minnesota,Est,Jerry Smith,22/4/2016,Things,6,"17,83","106,98",21
Randy Watson,New York,Est,Albert Miller,23/4/2016,Things,5,"17,83","89,15","17,5"
Sara Snyder,Alabama,Est,Phyllis Grant,23/4/2016,Widgets,9,"53,35","480,15",54
Patrick Graham,Nevada,Ouest,Sarah Harrison,23/4/2016,Things,7,"17,83","124,81","24,5"
Patrick Graham,Washington,Ouest,Stephen Murray,23/4/2016,Stuff,10,"16,32","163,2",30
Sara Snyder,Minnesota,Est,William Payne,23/4/2016,Junk,10,"12,42","124,2",20
Sara Snyder,Indiana,Est,Frank Spencer,23/4/2016,Stuff,7,"16,32","114,24",21
Patrick Graham,Oregon,Ouest,Carl Lawson,23/4/2016,Junk,7,"12,42","86,94",14
Sara Snyder,New York,Est,Richard Walker,23/4/2016,Junk,10,"12,42","124,2",20
Patrick Graham,California,Ouest,Helen Diaz,23/4/2016,Widgets,8,"53,35","426,8",48
Randy Watson,Minnesota,Est,Bruce Nelson,23/4/2016,Junk,9,"12,42","111,78",18
Sara Snyder,Minnesota,Est,Jerry Palmer,23/4/2016,Widgets,1,"53,35","53,35",6
Sara Snyder,Minnesota,Est,Phillip Johnston,23/4/2016,Junk,6,"12,42","74,52",12
Sara Snyder,Alabama,Est,Anna Franklin,23/4/2016,Things,3,"17,83","53,49","10,5"
Sara Snyder,Minnesota,Est,Walter Meyer,23/4/2016,Junk,6,"12,42","74,52",12
Patrick Graham,California,Ouest,Adam Martin,23/4/2016,Widgets,5,"53,35","266,75",30
Sara Snyder,New York,Est,Harold Hunter,23/4/2016,Things,8,"17,83","142,64",28
Diane Gonzalez,Nevada,Ouest,Sandra Hughes,23/4/2016,Things,7,"17,83","124,81","24,5"
Sara Snyder,Minnesota,Est,Sean Carr,23/4/2016,Junk,2,"12,42","24,84",4
Patrick Graham,Washington,Ouest,Stephanie Wallace,23/4/2016,Things,2,"17,83","35,66",7
Sara Snyder,New York,Est,Billy Reed,23/4/2016,Stuff,1,"16,32","16,32",3
Sara Snyder,Minnesota,Est,Eugene Hughes,23/4/2016,Things,4,"17,83","71,32",14
Frances Warren,Minnesota,Est,Sean Carr,23/4/2016,Widgets,1,"53,35","53,35",6
Frances Warren,Minnesota,Est,Martha Brown,23/4/2016,Widgets,7,"53,35","373,45",42
Sara Snyder,New York,Est,Janice Jackson,24/4/2016,Junk,7,"12,42","86,94",14
Sara Snyder,Minnesota,Est,Frances Lane,24/4/2016,Things,6,"17,83","106,98",21
Diane Gonzalez,Oregon,Ouest,Jeremy Diaz,24/4/2016,Junk,8,"12,42","99,36",16
Sara Snyder,Indiana,Est,James Wheeler,24/4/2016,Widgets,5,"53,35","266,75",30
Sara Snyder,Alabama,Est,Maria Long,24/4/2016,Things,7,"17,83","124,81","24,5"
Diane Gonzalez,Washington,Ouest,Carol Pierce,24/4/2016,Widgets,3,"53,35","160,05",18
Patrick Graham,Oregon,Ouest,Edward Taylor,24/4/2016,Junk,1,"12,42","12,42",2
Diane Gonzalez,Washington,Ouest,Michelle Allen,24/4/2016,Things,3,"17,83","53,49","10,5"
Sara Snyder,Minnesota,Est,Susan Watkins,24/4/2016,Junk,4,"12,42","49,68",8
Sara Snyder,Minnesota,Est,Harold Schmidt,24/4/2016,Widgets,5,"53,35","266,75",30
Patrick Graham,Washington,Ouest,Ruby Gonzales,24/4/2016,Stuff,8,"16,32","130,56",24
Sara Snyder,New York,Est,Jimmy Bailey,24/4/2016,Junk,6,"12,42","74,52",12
Sara Snyder,Indiana,Est,David Allen,24/4/2016,Junk,8,"12,42","99,36",16
Patrick Graham,California,Ouest,Robin Murphy,24/4/2016,Widgets,5,"53,35","266,75",30
Randy Watson,Alabama,Est,Scott Weaver,24/4/2016,Stuff,9,"16,32","146,88",27
Sara Snyder,Minnesota,Est,Emily Anderson,25/4/2016,Junk,4,"12,42","49,68",8
Patrick Graham,Nevada,Ouest,Craig Lewis,25/4/2016,Stuff,9,"16,32","146,88",27
Randy Watson,New York,Est,Daniel Morris,25/4/2016,Stuff,5,"16,32","81,6",15
Sara Snyder,New York,Est,Joseph Boyd,25/4/2016,Junk,10,"12,42","124,2",20
Sara Snyder,Minnesota,Est,Alan Romero,25/4/2016,Things,2,"17,83","35,66",7
Sara Snyder,New York,Est,Eugene Wilson,25/4/2016,Junk,3,"12,42","37,26",6
Sara Snyder,Indiana,Est,Eric Ellis,25/4/2016,Things,8,"17,83","142,64",28
Diane Gonzalez,Washington,Ouest,Kenneth Gomez,25/4/2016,Widgets,8,"53,35","426,8",48
Randy Watson,Minnesota,Est,Eugene Schmidt,25/4/2016,Junk,5,"12,42","62,1",10
Sara Snyder,Minnesota,Est,Beverly Hamilton,25/4/2016,Stuff,9,"16,32","146,88",27
Sara Snyder,Alabama,Est,Ashley Olson,25/4/2016,Stuff,9,"16,32","146,88",27
Diane Gonzalez,California,Ouest,Robin Murphy,25/4/2016,Things,9,"17,83","160,47","31,5"
Randy Watson,Indiana,Est,Kelly Daniels,25/4/2016,Junk,3,"12,42","37,26",6
Sara Snyder,Minnesota,Est,Gregory Thompson,25/4/2016,Junk,4,"12,42","49,68",8
Diane Gonzalez,California,Ouest,Adam Martin,25/4/2016,Stuff,10,"16,32","163,2",30
Diane Gonzalez,Washington,Ouest,Jerry Davis,25/4/2016,Stuff,7,"16,32","114,24",21
Patrick Graham,California,Ouest,Kenneth James,25/4/2016,Things,3,"17,83","53,49","10,5"
Sara Snyder,Indiana,Est,Adam Russell,25/4/2016,Widgets,2,"53,35","106,7",12
Patrick Graham,California,Ouest,Walter Reed,25/4/2016,Stuff,1,"16,32","16,32",3
Sara Snyder,Indiana,Est,Edward Wells,25/4/2016,Junk,3,"12,42","37,26",6
Sara Snyder,Alabama,Est,Theresa Kennedy,26/4/2016,Stuff,6,"16,32","97,92",18
Sara Snyder,Minnesota,Est,Roger Gomez,26/4/2016,Widgets,3,"53,35","160,05",18
Randy Watson,New York,Est,Maria Johnston,26/4/2016,Widgets,1,"53,35","53,35",6
Frances Warren,Minnesota,Est,Bobby Mitchell,26/4/2016,Stuff,9,"16,32","146,88",27
Patrick Graham,Washington,Ouest,Lisa Morrison,26/4/2016,Widgets,2,"53,35","106,7",12
Sara Snyder,Minnesota,Est,Walter Kennedy,26/4/2016,Things,6,"17,83","106,98",21
Sara Snyder,Minnesota,Est,Joe Russell,26/4/2016,Junk,2,"12,42","24,84",4
Sara Snyder,Minnesota,Est,Jennifer White,26/4/2016,Junk,5,"12,42","62,1",10
Sara Snyder,Minnesota,Est,Jacqueline Hart,26/4/2016,Things,7,"17,83","124,81","24,5"
Patrick Graham,California,Ouest,Rachel Stanley,26/4/2016,Widgets,3,"53,35","160,05",18
